PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
00602762;2136312;LE2025003242;LE2024003984;Änderungsmeldung;01.11.2024;30.06.2026;12.09.2025;Produktionsproblem;Predni-Ophtal Gel;S01BA04;Prednisolonacetat;nein;Dr. Gerhard Mann chem.-pharm. Fabrik Gesellschaft mit beschränkter Haftung;0800 – 090 94 90 94;pharma.kundenservice@bausch.com;Probleme in der Herstellung;N/A;Prednisolon-Augensalbe Jenapharm - Einreichungsnummer: 3000274;01.11.2024;Vorgesehen;Augengel;weder versrel noch verskri
00869382;2701101;LE2025003213;LE2021004887;Änderungsmeldung;01.07.2021;31.12.2026;09.09.2025;Sonstige;Visudyne 15 mg Pulver zur Herstellung einer Infusionslösung - OP1;S01LA01;Verteporfin;ja;Cheplapharm Arzneimittel GmbH;N/A;RA-Visudyne@cheplapharm.com;Unzureichende Produktionskapazitäten;N/A;N/A;25.02.2021;Ja;Trockensubstanz;weder versrel noch verskri
04022599;3000349;LE2025003203;LE2025001342;Änderungsmeldung;24.02.2025;30.04.2027;09.09.2025;Sonstige;Procain 2 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;16.04.2025;Nein;Injektionslösung;weder versrel noch verskri
04022613;3000349;LE2025003203;LE2025001342;Änderungsmeldung;24.02.2025;30.04.2027;09.09.2025;Sonstige;Procain 2 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;16.04.2025;Nein;Injektionslösung;weder versrel noch verskri
06342977;3000349;LE2025003203;LE2025001342;Änderungsmeldung;24.02.2025;30.04.2027;09.09.2025;Sonstige;Procain 2 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;16.04.2025;Nein;Injektionslösung;weder versrel noch verskri
04022576;3000348;LE2025003202;LE2025000146;Änderungsmeldung;10.01.2025;31.08.2027;09.09.2025;Sonstige;Procain 1 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;15.01.2025;Nein;Injektionslösung;weder versrel noch verskri
04022582;3000348;LE2025003202;LE2025000146;Änderungsmeldung;10.01.2025;31.08.2027;09.09.2025;Sonstige;Procain 1 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;15.01.2025;Nein;Injektionslösung;weder versrel noch verskri
06342954;3000348;LE2025003202;LE2025000146;Änderungsmeldung;10.01.2025;31.08.2027;09.09.2025;Sonstige;Procain 1 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;15.01.2025;Nein;Injektionslösung;weder versrel noch verskri
06342960;3000348;LE2025003202;LE2025000146;Änderungsmeldung;10.01.2025;31.08.2027;09.09.2025;Sonstige;Procain 1 % JENAPHARM;N01BA02;Procainhydrochlorid;ja;mibe GmbH Arzneimittel;N/A;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;15.01.2025;Nein;Injektionslösung;weder versrel noch verskri
16037850;2193814;LE2025003180;LE2023000959;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 40 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;ROSUVASTATIN-ELPEN 40 mg Filmtabletten - Einreichungsnummer: 2193814;07.03.2023;Nein;Filmtablette;weder versrel noch verskri
14166750;2193813;LE2025003179;LE2023000745;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 20 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;21.02.2023;Nein;Filmtablette;weder versrel noch verskri
14166767;2193813;LE2025003179;LE2023000745;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 20 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;21.02.2023;Nein;Filmtablette;weder versrel noch verskri
14166738;2193812;LE2025003178;LE2023000954;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 10 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;07.03.2023;Nein;Filmtablette;weder versrel noch verskri
14166744;2193812;LE2025003178;LE2023000954;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 10 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;07.03.2023;Nein;Filmtablette;weder versrel noch verskri
14166715;2193811;LE2025003177;LE2023000690;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 5 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;15.02.2023;Nein;Filmtablette;weder versrel noch verskri
14166721;2193811;LE2025003177;LE2023000690;Änderungsmeldung;06.03.2023;31.07.2026;08.09.2025;Sonstige;ROSUVASTATIN-ELPEN 5 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Elpen Pharmaceutical Co. Inc. Beiname: Elpen, Elpen S.A., Elpen A.E.;030 7974040 0;N/A;Unzureichende Produktionskapazitäten;N/A;N/A;15.02.2023;Nein;Filmtablette;weder versrel noch verskri
01668622;2150042;LE2025003079;LE2024004070;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 2mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;Regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
02224844;2150042;LE2025003079;LE2024004070;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 2mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;Regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
01668763;2150043;LE2025003078;LE2024004071;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 5mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
02224867;2150043;LE2025003078;LE2024004071;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 5mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
01668929;2150044;LE2025003077;LE2024004075;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 10mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
02224896;2150044;LE2025003077;LE2024004075;Änderungsmeldung;08.11.2024;31.08.2026;28.08.2025;Sonstige;Tera TAD 10mg;G04CA03;Terazosinhydrochlorid-Dihydrat;ja;TAD Pharma GmbH;N/A;regulatory-affairs@tad.de;Sonstige;N/A;N/A;08.11.2024;Nein;Tablette;weder versrel noch verskri
13588615;2197633;LE2025003043;LE2023001200;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Rosuvastatin Aristo 20 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
18388051;2197633;LE2025003043;LE2023001200;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Rosuvastatin Aristo 20 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
13588590;2197632;LE2025003042;LE2023001199;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Rosuvastatin Aristo 10 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
18388045;2197632;LE2025003042;LE2023001199;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Rosuvastatin Aristo 10 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Erhöhte Nachfrage;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
09491382;2145327;LE2025003040;LE2023001202;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Melperon Aristo 50 mg Filmtabletten;N05AD03;Melperonhydrochlorid;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Unzureichende Produktionskapazitäten;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
09491399;2145327;LE2025003040;LE2023001202;Änderungsmeldung;24.03.2023;31.12.2026;27.08.2025;Sonstige;Melperon Aristo 50 mg Filmtabletten;N05AD03;Melperonhydrochlorid;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Unzureichende Produktionskapazitäten;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
09491407;2138614;LE2025003039;LE2024001299;Änderungsmeldung;27.03.2024;31.12.2026;27.08.2025;Produktionsproblem;Melperon Aristo 100 mg Filmtabletten;N05AD03;Melperonhydrochlorid;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;N/A;N/A;27.03.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
09491413;2138614;LE2025003039;LE2024001299;Änderungsmeldung;27.03.2024;31.12.2026;27.08.2025;Produktionsproblem;Melperon Aristo 100 mg Filmtabletten;N05AD03;Melperonhydrochlorid;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;N/A;N/A;27.03.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
09491436;2138614;LE2025003039;LE2024001299;Änderungsmeldung;27.03.2024;31.12.2026;27.08.2025;Produktionsproblem;Melperon Aristo 100 mg Filmtabletten;N05AD03;Melperonhydrochlorid;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;N/A;N/A;27.03.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
06198931;2104773;LE2025003036;LE2023000694;Änderungsmeldung;16.08.2023;30.12.2026;27.08.2025;Sonstige;Azur compositum;N02AA59, N02BE01, N02BE51;"Codeinphosphat-Hemihydrat; Coffein; Paracetamol";nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Sonstige;N/A;N/A;16.02.2023;Vorgesehen;Zäpfchen;weder versrel noch verskri
02062583;0080312;LE2025002405;N/A;Erstmeldung;01.11.2024;31.12.2026;09.07.2025;Sonstige;Thevier 100;H03AA01;Levothyroxin-Natrium (Ph.Eur.);nein;Aspen Pharma Trading Limited;N/A;michael.ostertag@aspenpharma.eu;Unzureichende Produktionskapazitäten;N/A;Levothyroxin Abdi 100 Mikrogramm Tabletten - Einreichungsnummer: 7001601;09.07.2025;Nein;Tablette;verskri (auch versrel)
02062560;0080298;LE2025002404;N/A;Erstmeldung;01.12.2024;31.12.2026;09.07.2025;Sonstige;Thevier 50;H03AA01;Levothyroxin-Natrium (Ph.Eur.);nein;Aspen Pharma Trading Limited;N/A;michael.ostertag@aspenpharma.eu;Unzureichende Produktionskapazitäten;N/A;Levothyroxin Abdi 50 Mikrogramm Tabletten - Einreichungsnummer: 7001599;09.07.2025;Nein;Tablette;verskri (auch versrel)
01754899;2702586, 2702592;LE2025002093;N/A;Erstmeldung;24.06.2025;01.01.2030;24.06.2025;Sonstige;Emselex 7,5 mg Retardtabletten - OP49;G04BD10;Darifenacinhydrobromid;nein;pharmaand GmbH;+43 664 9266979;regulatory@pharmaand.com;Sonstige;Stärken wird enventuell vom Markt genommen werden.;Emselex 7,5 mg Retardtabletten - OP98 - Einreichungsnummer: 2702588;24.06.2025;Vorgesehen;Retardtablette;verskri (auch versrel)
01755002;2702586, 2702592;LE2025002093;N/A;Erstmeldung;24.06.2025;01.01.2030;24.06.2025;Sonstige;Emselex 7,5 mg Retardtabletten - OP49;G04BD10;Darifenacinhydrobromid;nein;pharmaand GmbH;+43 664 9266979;regulatory@pharmaand.com;Sonstige;Stärken wird enventuell vom Markt genommen werden.;Emselex 7,5 mg Retardtabletten - OP98 - Einreichungsnummer: 2702588;24.06.2025;Vorgesehen;Retardtablette;verskri (auch versrel)
00969356;2139058;LE2025001969;N/A;Erstmeldung;11.06.2025;30.09.2027;11.06.2025;Sonstige;Spasmolyt 10mg;G04BD09;Trospiumchlorid;nein;Viatris Healthcare GmbH;0800-0700-800;kundenservice@viatris.com	;Sonstige;Der Vertrieb des Arzneimittels wird eingestellt.		;N/A;11.06.2025;Nein;überzogene Tablette;weder versrel noch verskri
00969362;2139058;LE2025001969;N/A;Erstmeldung;11.06.2025;30.09.2027;11.06.2025;Sonstige;Spasmolyt 10mg;G04BD09;Trospiumchlorid;nein;Viatris Healthcare GmbH;0800-0700-800;kundenservice@viatris.com	;Sonstige;Der Vertrieb des Arzneimittels wird eingestellt.		;N/A;11.06.2025;Nein;überzogene Tablette;weder versrel noch verskri
00969379;2139058;LE2025001969;N/A;Erstmeldung;11.06.2025;30.09.2027;11.06.2025;Sonstige;Spasmolyt 10mg;G04BD09;Trospiumchlorid;nein;Viatris Healthcare GmbH;0800-0700-800;kundenservice@viatris.com	;Sonstige;Der Vertrieb des Arzneimittels wird eingestellt.		;N/A;11.06.2025;Nein;überzogene Tablette;weder versrel noch verskri
00000000;2164043;LE2025001934;N/A;Erstmeldung;01.04.2025;01.04.2027;05.06.2025;Sonstige;Accusol 35 Hämodialyse-, Hämodiafiltrations-, Hämofiltrationslösung;B05ZB;"Calciumchlorid-Dihydrat; Magnesiumchlorid-Hexahydrat; Natriumchlorid; Natriumhydrogencarbonat";nein;Nikkiso Belgium bv;N/A;regulatory@nikkisomedical.com;Sonstige;The demand for Accusol 35 is not high enough to manufacture a full batch of GZPE00 code. Instead, German market will receive ZAPE00 product (identical to GZPE00), apart from languages on the packaging and label + leaflet.;Duosol ohne Kalium Hämofiltrationslösung - Einreichungsnummer: 2160546;05.06.2025;Ja;Hämodialyse-, Hämodiafiltrations- und Hämofiltrationslösung,Hämodialyse-, Hämodiafiltrations- und Hämofiltrationslösung;weder versrel noch verskri
01410823;2146695;LE2025000150;LE2023001186;Änderungsmeldung;31.03.2023;31.12.2026;15.01.2025;Produktionsproblem;Novial;G03AB05;"Desogestrel; Ethinylestradiol";nein;Aspen Pharma Trading Limited;+49 89  93 08 38 00;de-info@aspenpharma.eu;GMP Mängel;Rückruf ROB-53Ph-2678.Ph_11-10-620;N/A;23.03.2023;Vorgesehen;Filmtablette,Filmtablette,Filmtablette;weder versrel noch verskri
01410846;2146695;LE2025000150;LE2023001186;Änderungsmeldung;31.03.2023;31.12.2026;15.01.2025;Produktionsproblem;Novial;G03AB05;"Desogestrel; Ethinylestradiol";nein;Aspen Pharma Trading Limited;+49 89  93 08 38 00;de-info@aspenpharma.eu;GMP Mängel;Rückruf ROB-53Ph-2678.Ph_11-10-620;N/A;23.03.2023;Vorgesehen;Filmtablette,Filmtablette,Filmtablette;weder versrel noch verskri
02710869;2146695;LE2025000150;LE2023001186;Änderungsmeldung;31.03.2023;31.12.2026;15.01.2025;Produktionsproblem;Novial;G03AB05;"Desogestrel; Ethinylestradiol";nein;Aspen Pharma Trading Limited;+49 89  93 08 38 00;de-info@aspenpharma.eu;GMP Mängel;Rückruf ROB-53Ph-2678.Ph_11-10-620;N/A;23.03.2023;Vorgesehen;Filmtablette,Filmtablette,Filmtablette;weder versrel noch verskri
06107727;2177080;LE2025000014;LE2023000628;Änderungsmeldung;01.12.2022;31.12.2027;03.01.2025;Sonstige;Calciumfolinat Medipolis 10 mg/ml Injektionslösung;V03AF03;Calciumfolinat-Hydrat;ja;Medipolis Produktion GmbH & Co. KG;+49 2129 5301564;ccreutz@productlife-group.com;Unzureichende Produktionskapazitäten;Produktionsstillstand bei HPW in 2022, aktuell keine Kapazitäten bei HPW für 2023 und 2024;N/A;13.02.2023;Vorgesehen;Injektionslösung;verskri (auch versrel)
02838440;2154370;LE2024004337;LE2024000427;Änderungsmeldung;30.01.2024;31.12.2026;02.12.2024;Produktionsproblem;Roxi Aristo 150 mg Filmtabletten;J01FA06;Roxithromycin;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;Kapaztiätsprobleme;N/A;30.01.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
09339533;2154370;LE2024004337;LE2024000427;Änderungsmeldung;30.01.2024;31.12.2026;02.12.2024;Produktionsproblem;Roxi Aristo 150 mg Filmtabletten;J01FA06;Roxithromycin;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;Kapaztiätsprobleme;N/A;30.01.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
09339556;2154370;LE2024004337;LE2024000427;Änderungsmeldung;30.01.2024;31.12.2026;02.12.2024;Produktionsproblem;Roxi Aristo 150 mg Filmtabletten;J01FA06;Roxithromycin;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme in der Herstellung;Kapaztiätsprobleme;N/A;30.01.2024;Vorgesehen;Filmtablette;weder versrel noch verskri
10410466;2114449;LE2024004328;LE2022000247;Änderungsmeldung;25.02.2022;29.05.2026;02.12.2024;Produktionsproblem;Tamoxifen Aristo 20 mg Tabletten;L02BA01;Tamoxifencitrat;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Sonstige;N/A;N/A;16.02.2022;Vorgesehen;Tablette;verskri (auch versrel)
10410472;2114449;LE2024004328;LE2022000247;Änderungsmeldung;25.02.2022;29.05.2026;02.12.2024;Produktionsproblem;Tamoxifen Aristo 20 mg Tabletten;L02BA01;Tamoxifencitrat;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Sonstige;N/A;N/A;16.02.2022;Vorgesehen;Tablette;verskri (auch versrel)
02056482;2148613;LE2024004292;LE2024004291;Änderungsmeldung;02.12.2024;01.02.2027;29.11.2024;Sonstige;L-Thyroxin Henning inject;H03AA01;Levothyroxin-Natrium x H<2>O;ja;Sanofi-Aventis Deutschland GmbH;08005252010;medinfo.de@sanofi.com;Sonstige;Eingeschränkte Lieferfähigkeit. Ein Informationsbrief ist geplant. ;N/A;29.11.2024;Vorgesehen;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Lösungsmittel;weder versrel noch verskri
04928443;2150885;LE2024004290;N/A;Erstmeldung;02.12.2024;01.02.2027;29.11.2024;Sonstige;Thyrotardin-inject.;H03AA02;Liothyronin-Natrium;ja;Sanofi-Aventis Deutschland GmbH;08005252010;medinfo.de@sanofi.com;Sonstige;Eingeschränkte Lieferfähigkeit. Ein Informationsbrief ist geplant. ;N/A;29.11.2024;Vorgesehen;Pulver zur Herstellung einer Injektionslösung,Lösungsmittel;weder versrel noch verskri
09569740;2706149, 2706163;LE2024004000;N/A;Erstmeldung;04.11.2024;01.01.2030;04.11.2024;Sonstige;Emselex 7,5 mg Retardtabletten - OP140(14x10);G04BD10;Darifenacinhydrobromid;nein;pharmaand GmbH;N/A;regulatory@pharmaand.com;Sonstige;Stärke wird eventuell vom Markt genommen werden;Emselex 7,5 mg Retardtabletten - OP98 - Einreichungsnummer: 2702588;04.11.2024;Vorgesehen;Retardtablette;weder versrel noch verskri
16164229;2189553;LE2024003460;LE2022000748;Änderungsmeldung;06.05.2022;15.09.2028;18.09.2024;Sonstige;Calciumfolinat EVER Pharma 10 mg/ml Injektionslösung;V03AF03;Calciumfolinat;ja;EVER Valinject GmbH;N/A;markus.hinterberger@everpharma.com;Probleme beim Sonstigen Hersteller;N/A;Folinsäure Kalceks 10 mg/ml Injektions-/Infusionslösung - Einreichungsnummer: 7012357;06.05.2022;Nein;Injektionslösung;verskri (auch versrel)
12398189;2199051;LE2024002383;N/A;Erstmeldung;28.06.2024;28.05.2026;28.06.2024;Sonstige;Efavirenz/Emtricitabin/Tenofovirdisoproxil beta 600 mg/200 mg/245 mg Filmtabletten;J05AR06;"Efavirenz; Emtricitabin; Tenofovirdisoproxilsuccinat";nein;betapharm Arzneimittel GmbH;N/A;ulrich.wieland@drreddys.com;Sonstige;Da die Studie von Synapse nicht mehr anerkannt wird, wird eine neue Zulassung beantragt ( Well established use, ohne Biostudie).;N/A;28.06.2024;Vorgesehen;Filmtablette;versrel
12398203;2199051;LE2024002383;N/A;Erstmeldung;28.06.2024;28.05.2026;28.06.2024;Sonstige;Efavirenz/Emtricitabin/Tenofovirdisoproxil beta 600 mg/200 mg/245 mg Filmtabletten;J05AR06;"Efavirenz; Emtricitabin; Tenofovirdisoproxilsuccinat";nein;betapharm Arzneimittel GmbH;N/A;ulrich.wieland@drreddys.com;Sonstige;Da die Studie von Synapse nicht mehr anerkannt wird, wird eine neue Zulassung beantragt ( Well established use, ohne Biostudie).;N/A;28.06.2024;Vorgesehen;Filmtablette;versrel
08754862;2101926;LE2024001828;LE2023004182;Änderungsmeldung;23.10.2023;01.06.2026;13.05.2024;Produktionsproblem;Eldisine;L01CA03;Vindesinsulfat;nein;STADAPHARM GmbH;+4961016032416;christiane.georgi@stada.de;Probleme in der Herstellung;Bei dem Lieferengpass handelt sich ausschließlich um ELDISINE 5MG DSS 1PC SDH DE, PZN 08754862;N/A;18.10.2023;Vorgesehen;Pulver zur Herstellung einer Injektionslösung;weder versrel noch verskri
15193447;2171400;LE2023004822;N/A;Erstmeldung;04.12.2023;31.01.2027;01.12.2023;Produktionsproblem;Bendacitabin 38 mg/ml;L01BC05;Gemcitabinhydrochlorid;nein;Bendalis GmbH;+4989450808780;sales@bendalis.com;Probleme in der Herstellung;Der derzeitige Lohnhersteller hat die Produktion des Fertigarzneimittels eingestellt.;N/A;01.12.2023;Nein;Pulver zur Herstellung einer Infusionslösung;weder versrel noch verskri
15193453;2171400;LE2023004822;N/A;Erstmeldung;04.12.2023;31.01.2027;01.12.2023;Produktionsproblem;Bendacitabin 38 mg/ml;L01BC05;Gemcitabinhydrochlorid;nein;Bendalis GmbH;+4989450808780;sales@bendalis.com;Probleme in der Herstellung;Der derzeitige Lohnhersteller hat die Produktion des Fertigarzneimittels eingestellt.;N/A;01.12.2023;Nein;Pulver zur Herstellung einer Infusionslösung;weder versrel noch verskri
15193482;2171400;LE2023004822;N/A;Erstmeldung;04.12.2023;31.01.2027;01.12.2023;Produktionsproblem;Bendacitabin 38 mg/ml;L01BC05;Gemcitabinhydrochlorid;nein;Bendalis GmbH;+4989450808780;sales@bendalis.com;Probleme in der Herstellung;Der derzeitige Lohnhersteller hat die Produktion des Fertigarzneimittels eingestellt.;N/A;01.12.2023;Nein;Pulver zur Herstellung einer Infusionslösung;weder versrel noch verskri
03204424;2105437;LE2023001209;LE2022002671;Änderungsmeldung;20.12.2022;31.03.2023;27.03.2023;Produktionsproblem;Betoptima;S01ED02;Betaxololhydrochlorid;nein;Immedica Pharma AB;01737179964;fabrizio.zucca@immedica.com;Probleme in der Herstellung;"Kapazitätsengpässe bei der Produktion; seit 27.03.2023 wieder erhältlich";N/A;20.12.2022;Vorgesehen;Augentropfen;weder versrel noch verskri
